Name,NPCId,NodeIndex,SpeakerName,DialogueText,NodeRequiredWorldFlag,NodeAutoNextNodeIndex,ChoiceIndex,ChoiceText,ChoiceRequiredWorldFlag,ChoiceBlockingWorldFlag,ChoiceNextNodeIndex,OutcomeOrder,RequirementOrder,ChoiceOutcomeType,ChoiceOutcomeWorldFlag,ChoiceOutcomeIntValue,ChoiceOutcomeFloatValue,ChoiceOutcomeTagPayload,ChoiceOutcomeStringPayload,ChoiceRequirementType,ChoiceRequirementTag,ChoiceRequirementThresholdValue,ChoiceRequirementIndicatorType,ChoiceRequirementIndicatorText,ChoiceRequirementIndicatorIcon,bChoiceRequirementShowIndicatorWhenMet
Jijibo_Accepted_Root_C00_O04,Jijibo,3,지지보,"중계기는 아직 죽은 척하고 있어.
죽은 척이 오래가면 진짜가 돼.","(TagName=""Dialogue.Jijibo.AcceptedRelayRequest"")",-1,0,[중계기를 켰다고 말한다],,,27,4,0,Custom,,0,0,,MotherSuspicionDelta=6;RevealHiddenItems=Residential,,,0,,,,True
Jijibo_Accepted_Root_C01_O00,Jijibo,3,지지보,"중계기는 아직 죽은 척하고 있어.
죽은 척이 오래가면 진짜가 돼.","(TagName=""Dialogue.Jijibo.AcceptedRelayRequest"")",-1,1,[중계기 위치를 다시 묻는다],,,28,0,0,,,0,0,,,,,0,,,,True
Jijibo_Accepted_Root_C02_O00,Jijibo,3,지지보,"중계기는 아직 죽은 척하고 있어.
죽은 척이 오래가면 진짜가 돼.","(TagName=""Dialogue.Jijibo.AcceptedRelayRequest"")",-1,2,[위험을 다시 묻는다],,,29,0,0,,,0,0,,,,,0,,,,True
Jijibo_Accepted_Root_C03_O00,Jijibo,3,지지보,"중계기는 아직 죽은 척하고 있어.
죽은 척이 오래가면 진짜가 돼.","(TagName=""Dialogue.Jijibo.AcceptedRelayRequest"")",-1,3,[취소한다],,,30,0,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.AcceptedRelayRequest"")",0,0,,,,,0,,,,True
Jijibo_Accepted_Root_C03_O01,Jijibo,3,지지보,"중계기는 아직 죽은 척하고 있어.
죽은 척이 오래가면 진짜가 돼.","(TagName=""Dialogue.Jijibo.AcceptedRelayRequest"")",-1,3,[취소한다],,,30,1,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.RefusedRelayRequest"")",1,0,,,,,0,,,,True
Jijibo_Accepted_Root_C04_O00,Jijibo,3,지지보,"중계기는 아직 죽은 척하고 있어.
죽은 척이 오래가면 진짜가 돼.","(TagName=""Dialogue.Jijibo.AcceptedRelayRequest"")",-1,4,[Mother AI에 신고한다],,,38,0,0,SetWorldFlag,"(TagName=""Branch.Jijibo.ReportedToMother"")",1,0,,,,,0,,,,True
Jijibo_Accepted_Root_C04_O01,Jijibo,3,지지보,"중계기는 아직 죽은 척하고 있어.
죽은 척이 오래가면 진짜가 돼.","(TagName=""Dialogue.Jijibo.AcceptedRelayRequest"")",-1,4,[Mother AI에 신고한다],,,38,1,0,SetWorldFlag,"(TagName=""NPC.Jijibo.Gone"")",1,0,,,,,0,,,,True
Jijibo_Refused_Root_C00_O00,Jijibo,4,지지보,"괜찮아. 안 켜도 돼.
불 꺼진 방이 안전할 때도 있으니까.","(TagName=""Dialogue.Jijibo.RefusedRelayRequest"")",-1,0,[다시 생각했다. 중계기를 켠다],,,23,0,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.RefusedRelayRequest"")",0,0,,,,,0,,,,True
Jijibo_Refused_Root_C00_O01,Jijibo,4,지지보,"괜찮아. 안 켜도 돼.
불 꺼진 방이 안전할 때도 있으니까.","(TagName=""Dialogue.Jijibo.RefusedRelayRequest"")",-1,0,[다시 생각했다. 중계기를 켠다],,,23,1,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.AcceptedRelayRequest"")",1,0,,,,,0,,,,True
Jijibo_Refused_Root_C00_O02,Jijibo,4,지지보,"괜찮아. 안 켜도 돼.
불 꺼진 방이 안전할 때도 있으니까.","(TagName=""Dialogue.Jijibo.RefusedRelayRequest"")",-1,0,[다시 생각했다. 중계기를 켠다],,,23,2,0,SetWorldFlag,"(TagName=""Quest.Jijibo.CleanFrequency"")",1,0,,,,,0,,,,True
Jijibo_Refused_Root_C01_O00,Jijibo,4,지지보,"괜찮아. 안 켜도 돼.
불 꺼진 방이 안전할 때도 있으니까.","(TagName=""Dialogue.Jijibo.RefusedRelayRequest"")",-1,1,[정보만 거래한다],,,16,0,0,,,0,0,,,,,0,,,,True
Jijibo_Refused_Root_C02_O00,Jijibo,4,지지보,"괜찮아. 안 켜도 돼.
불 꺼진 방이 안전할 때도 있으니까.","(TagName=""Dialogue.Jijibo.RefusedRelayRequest"")",-1,2,[왜 아직 여기 있냐고 묻는다],,,31,0,0,,,0,0,,,,,0,,,,True
Jijibo_Refused_Root_C03_O00,Jijibo,4,지지보,"괜찮아. 안 켜도 돼.
불 꺼진 방이 안전할 때도 있으니까.","(TagName=""Dialogue.Jijibo.RefusedRelayRequest"")",-1,3,[떠난다],,,-1,0,0,,,0,0,,,,,0,,,,True
Jijibo_False_Root_C00_O00,Jijibo,5,지지보,"지난번 거짓 방송, 효과 있었어.
그래서 싫어. 효과가 있으면 또 쓰고 싶어지거든.","(TagName=""Dialogue.Jijibo.FalseSignalSeeded"")",-1,0,[한 번 더 해 달라고 한다],,,40,0,0,Custom,,0,0,,FalseSignal=ResidentialPatrol;Risk=High,,,0,,,,True
Jijibo_False_Root_C01_O00,Jijibo,5,지지보,"지난번 거짓 방송, 효과 있었어.
그래서 싫어. 효과가 있으면 또 쓰고 싶어지거든.","(TagName=""Dialogue.Jijibo.FalseSignalSeeded"")",-1,1,[이제 그만하자고 한다],,,41,0,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.FalseSignalSeeded"")",0,0,,,,,0,,,,True
Jijibo_False_Root_C01_O01,Jijibo,5,지지보,"지난번 거짓 방송, 효과 있었어.
그래서 싫어. 효과가 있으면 또 쓰고 싶어지거든.","(TagName=""Dialogue.Jijibo.FalseSignalSeeded"")",-1,1,[이제 그만하자고 한다],,,41,1,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.TrustLow"")",1,0,,,,,0,,,,True
Jijibo_False_Root_C01_O02,Jijibo,5,지지보,"지난번 거짓 방송, 효과 있었어.
그래서 싫어. 효과가 있으면 또 쓰고 싶어지거든.","(TagName=""Dialogue.Jijibo.FalseSignalSeeded"")",-1,1,[이제 그만하자고 한다],,,41,2,0,AdjustPersona,,1,0,,,,,0,,,,True
Jijibo_False_Root_C02_O00,Jijibo,5,지지보,"지난번 거짓 방송, 효과 있었어.
그래서 싫어. 효과가 있으면 또 쓰고 싶어지거든.","(TagName=""Dialogue.Jijibo.FalseSignalSeeded"")",-1,2,[누가 다쳤는지 묻는다],,,42,0,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.GuiltSeen"")",1,0,,,,,0,,,,True
Jijibo_False_Root_C03_O00,Jijibo,5,지지보,"지난번 거짓 방송, 효과 있었어.
그래서 싫어. 효과가 있으면 또 쓰고 싶어지거든.","(TagName=""Dialogue.Jijibo.FalseSignalSeeded"")",-1,3,[정보를 산다],,,16,0,0,,,0,0,,,,,0,,,,True
Jijibo_Frightened_Root_C00_O00,Jijibo,6,지지보,"천천히.
네 스캐너 켜진 거 보여. 나한테 태그 붙이지 마.","(TagName=""Dialogue.Jijibo.FrightenedByTeam"")",-1,0,[스캐너를 내린다],,,43,0,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.TrustLow"")",1,0,,,,,0,,,,True
Jijibo_Frightened_Root_C00_O01,Jijibo,6,지지보,"천천히.
네 스캐너 켜진 거 보여. 나한테 태그 붙이지 마.","(TagName=""Dialogue.Jijibo.FrightenedByTeam"")",-1,0,[스캐너를 내린다],,,43,1,0,AdjustPersona,,1,0,,,,,0,,,,True
Jijibo_Frightened_Root_C01_O00,Jijibo,6,지지보,"천천히.
네 스캐너 켜진 거 보여. 나한테 태그 붙이지 마.","(TagName=""Dialogue.Jijibo.FrightenedByTeam"")",-1,1,[거리를 두고 정보만 산다],,,16,0,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.TradeDone"")",1,0,,,,,0,,,,True
Jijibo_Frightened_Root_C02_O00,Jijibo,6,지지보,"천천히.
네 스캐너 켜진 거 보여. 나한테 태그 붙이지 마.","(TagName=""Dialogue.Jijibo.FrightenedByTeam"")",-1,2,[숨어 있는 물품 위치를 요구한다],,,44,0,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.FalseSignalSeeded"")",1,0,,,,,0,,,,True
Jijibo_Frightened_Root_C03_O00,Jijibo,6,지지보,"천천히.
네 스캐너 켜진 거 보여. 나한테 태그 붙이지 마.","(TagName=""Dialogue.Jijibo.FrightenedByTeam"")",-1,3,[공격한다],,,39,0,0,SetWorldFlag,"(TagName=""NPC.Jijibo.AttackedByTeam"")",1,0,,,,,0,,,,True
Jijibo_Frightened_Root_C03_O01,Jijibo,6,지지보,"천천히.
네 스캐너 켜진 거 보여. 나한테 태그 붙이지 마.","(TagName=""Dialogue.Jijibo.FrightenedByTeam"")",-1,3,[공격한다],,,39,1,0,AttackPlayer,,0,0,,,,,0,,,,True
Jijibo_Frightened_Root_C03_O02,Jijibo,6,지지보,"천천히.
네 스캐너 켜진 거 보여. 나한테 태그 붙이지 마.","(TagName=""Dialogue.Jijibo.FrightenedByTeam"")",-1,3,[공격한다],,,39,2,0,SetWorldFlag,"(TagName=""Residential.AlarmBroadcast"")",1,0,,,,,0,,,,True
Jijibo_Frightened_Root_C04_O00,Jijibo,6,지지보,"천천히.
네 스캐너 켜진 거 보여. 나한테 태그 붙이지 마.","(TagName=""Dialogue.Jijibo.FrightenedByTeam"")",-1,4,[Mother AI에 신고한다],,,38,0,0,SetWorldFlag,"(TagName=""Branch.Jijibo.ReportedToMother"")",1,0,,,,,0,,,,True
Jijibo_Frightened_Root_C04_O01,Jijibo,6,지지보,"천천히.
네 스캐너 켜진 거 보여. 나한테 태그 붙이지 마.","(TagName=""Dialogue.Jijibo.FrightenedByTeam"")",-1,4,[Mother AI에 신고한다],,,38,1,0,SetWorldFlag,"(TagName=""NPC.Jijibo.Gone"")",1,0,,,,,0,,,,True
Jijibo_TradeDone_Root_C00_O00,Jijibo,7,지지보,"다시 왔네.
돈 냄새는 안 나는데, 발소리는 알아.","(TagName=""Dialogue.Jijibo.TradeDone"")",-1,0,[정보를 산다],,,16,0,0,,,0,0,,,,,0,,,,True
Jijibo_TradeDone_Root_C01_O00,Jijibo,7,지지보,"다시 왔네.
돈 냄새는 안 나는데, 발소리는 알아.","(TagName=""Dialogue.Jijibo.TradeDone"")",-1,1,[중계기 이야기를 묻는다],,,23,0,0,,,0,0,,,PersonaAtLeast,,45,Persona,페르소나 45 이상,,True
Jijibo_TradeDone_Root_C02_O00,Jijibo,7,지지보,"다시 왔네.
돈 냄새는 안 나는데, 발소리는 알아.","(TagName=""Dialogue.Jijibo.TradeDone"")",-1,2,[PickPacker가 무서운지 묻는다],,,14,0,0,,,0,0,,,,,0,,,,True
Jijibo_TradeDone_Root_C03_O00,Jijibo,7,지지보,"다시 왔네.
돈 냄새는 안 나는데, 발소리는 알아.","(TagName=""Dialogue.Jijibo.TradeDone"")",-1,3,[거짓 신호를 왜 파는지 묻는다],,,15,0,0,,,0,0,,,,,0,,,,True
Jijibo_TradeDone_Root_C04_O00,Jijibo,7,지지보,"다시 왔네.
돈 냄새는 안 나는데, 발소리는 알아.","(TagName=""Dialogue.Jijibo.TradeDone"")",-1,4,[떠난다],,,-1,0,0,,,0,0,,,,,0,,,,True
Jijibo_Met_Root_C00_O00,Jijibo,8,지지보,"아. 상자 든 애들.
오늘은 뭘 가져갈 거야? 물건? 길? 아니면 내 목소리?","(TagName=""NPC.Jijibo.Met"")",-1,0,[정보를 산다],,,16,0,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.TradeDone"")",1,0,,,,,0,,,,True
Jijibo_Met_Root_C01_O00,Jijibo,8,지지보,"아. 상자 든 애들.
오늘은 뭘 가져갈 거야? 물건? 길? 아니면 내 목소리?","(TagName=""NPC.Jijibo.Met"")",-1,1,[위협하지 않겠다고 표시한다],,,14,0,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.TrustLow"")",1,0,,,,,0,,,,True
Jijibo_Met_Root_C01_O01,Jijibo,8,지지보,"아. 상자 든 애들.
오늘은 뭘 가져갈 거야? 물건? 길? 아니면 내 목소리?","(TagName=""NPC.Jijibo.Met"")",-1,1,[위협하지 않겠다고 표시한다],,,14,1,0,AdjustPersona,,1,0,,,,,0,,,,True
Jijibo_Met_Root_C02_O00,Jijibo,8,지지보,"아. 상자 든 애들.
오늘은 뭘 가져갈 거야? 물건? 길? 아니면 내 목소리?","(TagName=""NPC.Jijibo.Met"")",-1,2,[네 정체를 묻는다],,,13,0,0,,,0,0,,,,,0,,,,True
Jijibo_Met_Root_C03_O00,Jijibo,8,지지보,"아. 상자 든 애들.
오늘은 뭘 가져갈 거야? 물건? 길? 아니면 내 목소리?","(TagName=""NPC.Jijibo.Met"")",-1,3,[숨어 있는 물품을 내놓으라고 한다],,,6,0,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.FrightenedByTeam"")",1,0,,,,,0,,,,True
Jijibo_Met_Root_C04_O00,Jijibo,8,지지보,"아. 상자 든 애들.
오늘은 뭘 가져갈 거야? 물건? 길? 아니면 내 목소리?","(TagName=""NPC.Jijibo.Met"")",-1,4,[떠난다],,,-1,0,0,,,0,0,,,,,0,,,,True
Jijibo_First_Root_C00_O00,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,0,[듣는다],,,10,0,0,SetWorldFlag,"(TagName=""NPC.Jijibo.Met"")",1,0,,,,,0,,,,True
Jijibo_First_Root_C00_O01,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,0,[듣는다],,,10,1,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.TrustLow"")",1,0,,,,,0,,,,True
Jijibo_First_Root_C01_O00,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,1,[정보를 산다],,,16,0,0,SetWorldFlag,"(TagName=""NPC.Jijibo.Met"")",1,0,,,,,0,,,,True
Jijibo_First_Root_C01_O01,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,1,[정보를 산다],,,16,1,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.TradeDone"")",1,0,,,,,0,,,,True
Jijibo_First_Root_C02_O00,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,2,[조용히 스캔을 끈다],,,11,0,0,SetWorldFlag,"(TagName=""NPC.Jijibo.Met"")",1,0,,,PersonaAtLeast,,40,Persona,페르소나 40 이상,,True
Jijibo_First_Root_C02_O01,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,2,[조용히 스캔을 끈다],,,11,1,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.TrustLow"")",1,0,,,,,0,,,,True
Jijibo_First_Root_C02_O02,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,2,[조용히 스캔을 끈다],,,11,2,0,AdjustPersona,,2,0,,,,,0,,,,True
Jijibo_First_Root_C03_O00,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,3,[부품 태그를 확인한다],,,12,0,0,SetWorldFlag,"(TagName=""NPC.Jijibo.Met"")",1,0,,,,,0,,,,True
Jijibo_First_Root_C03_O01,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,3,[부품 태그를 확인한다],,,12,1,0,SetWorldFlag,"(TagName=""Dialogue.Jijibo.FrightenedByTeam"")",1,0,,,,,0,,,,True
Jijibo_First_Root_C04_O00,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,4,[Mother AI에 신고한다],,,38,0,0,SetWorldFlag,"(TagName=""NPC.Jijibo.Met"")",1,0,,,,,0,,,,True
Jijibo_First_Root_C04_O01,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,4,[Mother AI에 신고한다],,,38,1,0,SetWorldFlag,"(TagName=""Branch.Jijibo.ReportedToMother"")",1,0,,,,,0,,,,True
Jijibo_First_Root_C04_O02,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,4,[Mother AI에 신고한다],,,38,2,0,SetWorldFlag,"(TagName=""NPC.Jijibo.Gone"")",1,0,,,,,0,,,,True
Jijibo_First_Root_C05_O00,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,5,[공격한다],,,39,0,0,SetWorldFlag,"(TagName=""NPC.Jijibo.Met"")",1,0,,,,,0,,,,True
Jijibo_First_Root_C05_O01,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,5,[공격한다],,,39,1,0,SetWorldFlag,"(TagName=""NPC.Jijibo.AttackedByTeam"")",1,0,,,,,0,,,,True
Jijibo_First_Root_C05_O02,Jijibo,9,지지보,"쉿.
발소리 넷. 바퀴 하나. 상자 긁는 소리 둘.
PickPacker지?
그럼 먼저 말해. 나를 가져갈 거야, 아니면 들을 거야?",,-1,5,[공격한다],,,39,2,0,SetWorldFlag,"(TagName=""Residential.AlarmBroadcast"")",1,0,,,,,0,,,,True
